expression,expected_result,actual_result,ok,wrapper,pair_id,family,source,target,expected_strategy,error_kind,error_message
k*(sin(x)^18) - k*((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072),0,1/131072 * (131072 * k * sin(x)^18 - k * (18 * cos(16 * x) + 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 8568 * cos(8 * x) + 23850 * cos(x)^2 + 41761 - 235008 * sin(x)^2 * cos(x)^2 - 74244 * (2 * cos(x)^2 - 1)^3 - 3060 * cos(10 * x) - 153 * cos(14 * x) - 4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2))),false,scaled_difference_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig,result_mismatch,
((sin(x)^18)/q) - (((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072)/q),0,(4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 153 * cos(14 * x) + 3060 * cos(10 * x) + 74244 * (2 * cos(x)^2 - 1)^3 + 131072 * sin(x)^18 + 235008 * sin(x)^2 * cos(x)^2 - 23850 * cos(x)^2 - 8568 * cos(8 * x) - 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 18 * cos(16 * x) - 41761) / (131072 * q),false,common_denominator_zero,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig,result_mismatch,
((sin(x)^18) + 1)/(((24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072) + 1),1,(131072 * sin(x)^18 + 131072) / (18 * cos(16 * x) + 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 8568 * cos(8 * x) + 23850 * cos(x)^2 + 172833 - 235008 * sin(x)^2 * cos(x)^2 - 74244 * (2 * cos(x)^2 - 1)^3 - 3060 * cos(10 * x) - 153 * cos(14 * x) - 4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2)),false,shifted_quotient_one,expand_trig_sine_eighteenth_power_reduction,trig_expand,sin(x)^18,(24310-43758*cos(2*x)+31824*cos(4*x)-18564*cos(6*x)+8568*cos(8*x)-3060*cos(10*x)+816*cos(12*x)-153*cos(14*x)+18*cos(16*x)-cos(18*x))/131072,expand trig,result_mismatch,
((cos(x)^18) + m) - (((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072) + m),0,1/131072 * (23850 * cos(x)^2 + 58752 * (2 * sin(x) * cos(x))^2 + 131072 * cos(x)^18 - 74244 * (2 * cos(x)^2 - 1)^3 - 8568 * cos(8 * x) - 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3060 * cos(10 * x) - 153 * cos(14 * x) - 18 * cos(16 * x) - 4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 65611),false,additive_passthrough_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig,result_mismatch,
k*(cos(x)^18) - k*((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072),0,1/131072 * (131072 * k * cos(x)^18 - k * (4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 18 * cos(16 * x) + 153 * cos(14 * x) + 3060 * cos(10 * x) + 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 8568 * cos(8 * x) + 74244 * (2 * cos(x)^2 - 1)^3 + 65611 - 235008 * sin(x)^2 * cos(x)^2 - 23850 * cos(x)^2)),false,scaled_difference_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig,result_mismatch,
((cos(x)^18)/q) - (((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072)/q),0,(23850 * cos(x)^2 + 58752 * (2 * sin(x) * cos(x))^2 + 131072 * cos(x)^18 - 74244 * (2 * cos(x)^2 - 1)^3 - 8568 * cos(8 * x) - 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 3060 * cos(10 * x) - 153 * cos(14 * x) - 18 * cos(16 * x) - 4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 65611) / (131072 * q),false,common_denominator_zero,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig,result_mismatch,
((cos(x)^18) + 1)/(((24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072) + 1),1,(131072 * cos(x)^18 + 131072) / (4 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 18 * cos(16 * x) + 153 * cos(14 * x) + 3060 * cos(10 * x) + 3264 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 8568 * cos(8 * x) + 74244 * (2 * cos(x)^2 - 1)^3 + 196683 - 235008 * sin(x)^2 * cos(x)^2 - 23850 * cos(x)^2),false,shifted_quotient_one,expand_trig_cosine_eighteenth_power_reduction,trig_expand,cos(x)^18,(24310+43758*cos(2*x)+31824*cos(4*x)+18564*cos(6*x)+8568*cos(8*x)+3060*cos(10*x)+816*cos(12*x)+153*cos(14*x)+18*cos(16*x)+cos(18*x))/131072,expand trig,result_mismatch,
((sin(x)^20) + m) - (((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288) + m),0,1/524288 * (80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 1140 * cos(14 * x) + 15504 * cos(10 * x) + 309840 * (2 * cos(x)^2 - 1)^3 + 524288 * sin(x)^20 + 891480 * sin(x)^2 * cos(x)^2 - cos(20 * x) - 128840 * cos(x)^2 - 38760 * cos(8 * x) - 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 190 * cos(16 * x) - 139393),false,additive_passthrough_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
k*(sin(x)^20) - k*((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288),0,1/524288 * (524288 * k * sin(x)^20 - k * (cos(20 * x) + 190 * cos(16 * x) + 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 38760 * cos(8 * x) + 128840 * cos(x)^2 + 139393 - 891480 * sin(x)^2 * cos(x)^2 - 309840 * (2 * cos(x)^2 - 1)^3 - 15504 * cos(10 * x) - 1140 * cos(14 * x) - 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2))),false,scaled_difference_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((sin(x)^20)/q) - (((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288)/q),0,(80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 1140 * cos(14 * x) + 15504 * cos(10 * x) + 309840 * (2 * cos(x)^2 - 1)^3 + 524288 * sin(x)^20 + 891480 * sin(x)^2 * cos(x)^2 - cos(20 * x) - 128840 * cos(x)^2 - 38760 * cos(8 * x) - 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 190 * cos(16 * x) - 139393) / (524288 * q),false,common_denominator_zero,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((sin(x)^20) + 1)/(((92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288) + 1),1,(sin(x)^20 + 1) / (1/524288 * (cos(20 * x) + 190 * cos(16 * x) + 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 38760 * cos(8 * x) + 128840 * cos(x)^2 + 663681 - 891480 * sin(x)^2 * cos(x)^2 - 309840 * (2 * cos(x)^2 - 1)^3 - 15504 * cos(10 * x) - 1140 * cos(14 * x) - 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2))),false,shifted_quotient_one,expand_trig_sine_twentieth_power_reduction,trig_expand,sin(x)^20,(92378-167960*cos(2*x)+125970*cos(4*x)-77520*cos(6*x)+38760*cos(8*x)-15504*cos(10*x)+4845*cos(12*x)-1140*cos(14*x)+190*cos(16*x)-20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((cos(x)^20) + m) - (((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288) + m),0,1/524288 * (128840 * cos(x)^2 + 222870 * (2 * sin(x) * cos(x))^2 + 524288 * cos(x)^20 - cos(20 * x) - 309840 * (2 * cos(x)^2 - 1)^3 - 38760 * cos(8 * x) - 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 15504 * cos(10 * x) - 1140 * cos(14 * x) - 190 * cos(16 * x) - 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 268233),false,additive_passthrough_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
k*(cos(x)^20) - k*((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288),0,1/524288 * (524288 * k * cos(x)^20 - k * (cos(20 * x) + 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 190 * cos(16 * x) + 1140 * cos(14 * x) + 15504 * cos(10 * x) + 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 38760 * cos(8 * x) + 309840 * (2 * cos(x)^2 - 1)^3 + 268233 - 891480 * sin(x)^2 * cos(x)^2 - 128840 * cos(x)^2)),false,scaled_difference_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((cos(x)^20)/q) - (((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288)/q),0,(128840 * cos(x)^2 + 222870 * (2 * sin(x) * cos(x))^2 + 524288 * cos(x)^20 - cos(20 * x) - 309840 * (2 * cos(x)^2 - 1)^3 - 38760 * cos(8 * x) - 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 15504 * cos(10 * x) - 1140 * cos(14 * x) - 190 * cos(16 * x) - 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) - 268233) / (524288 * q),false,common_denominator_zero,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((cos(x)^20) + 1)/(((92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288) + 1),1,(cos(x)^20 + 1) / (1/524288 * (cos(20 * x) + 80 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 190 * cos(16 * x) + 1140 * cos(14 * x) + 15504 * cos(10 * x) + 19380 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 38760 * cos(8 * x) + 309840 * (2 * cos(x)^2 - 1)^3 + 792521 - 891480 * sin(x)^2 * cos(x)^2 - 128840 * cos(x)^2)),false,shifted_quotient_one,expand_trig_cosine_twentieth_power_reduction,trig_expand,cos(x)^20,(92378+167960*cos(2*x)+125970*cos(4*x)+77520*cos(6*x)+38760*cos(8*x)+15504*cos(10*x)+4845*cos(12*x)+1140*cos(14*x)+190*cos(16*x)+20*cos(18*x)+cos(20*x))/524288,expand trig,result_mismatch,
((sin(x)^22) + m) - (((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152) + m),0,1/2097152 * (cos(22 * x) + 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 7315 * cos(14 * x) + 74613 * cos(10 * x) + 1276308 * (2 * cos(x)^2 - 1)^3 + 2097152 * sin(x)^22 + 3347344 * sin(x)^2 * cos(x)^2 - 621170 * cos(x)^2 - 170544 * cos(8 * x) - 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 1540 * cos(16 * x) - 22 * cos(20 * x) - 460549),false,additive_passthrough_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig,result_mismatch,
k*(sin(x)^22) - k*((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152),0,1/2097152 * (2097152 * k * sin(x)^22 - k * (22 * cos(20 * x) + 1540 * cos(16 * x) + 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 170544 * cos(8 * x) + 621170 * cos(x)^2 + 460549 - cos(22 * x) - 3347344 * sin(x)^2 * cos(x)^2 - 1276308 * (2 * cos(x)^2 - 1)^3 - 74613 * cos(10 * x) - 7315 * cos(14 * x) - 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2))),false,scaled_difference_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig,result_mismatch,
((sin(x)^22)/q) - (((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152)/q),0,(cos(22 * x) + 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2) + 7315 * cos(14 * x) + 74613 * cos(10 * x) + 1276308 * (2 * cos(x)^2 - 1)^3 + 2097152 * sin(x)^22 + 3347344 * sin(x)^2 * cos(x)^2 - 621170 * cos(x)^2 - 170544 * cos(8 * x) - 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 - 1540 * cos(16 * x) - 22 * cos(20 * x) - 460549) / (2097152 * q),false,common_denominator_zero,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig,result_mismatch,
((sin(x)^22) + 1)/(((352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152) + 1),1,(2097152 * sin(x)^22 + 2097152) / (22 * cos(20 * x) + 1540 * cos(16 * x) + 105336 * (1 - 8 * sin(x)^2 * cos(x)^2)^3 + 170544 * cos(8 * x) + 621170 * cos(x)^2 + 2557701 - cos(22 * x) - 3347344 * sin(x)^2 * cos(x)^2 - 1276308 * (2 * cos(x)^2 - 1)^3 - 74613 * cos(10 * x) - 7315 * cos(14 * x) - 924 * (64 * (2 * cos(x)^2 - 1)^9 + 108 * (2 * cos(x)^2 - 1)^3 + 144 * (2 * cos(x)^2 - 1)^6 + 324 * cos(x)^4 - 432 * cos(x)^2 * (2 * cos(x)^2 - 1)^3 - 288 * cos(x)^2 * (2 * cos(x)^2 - 1)^6 + 432 * cos(x)^4 * (2 * cos(x)^2 - 1)^3 + 27 - 216 * cos(x)^6 - 162 * cos(x)^2)),false,shifted_quotient_one,expand_trig_sine_twenty_second_power_reduction,trig_expand,sin(x)^22,(352716-646646*cos(2*x)+497420*cos(4*x)-319770*cos(6*x)+170544*cos(8*x)-74613*cos(10*x)+26334*cos(12*x)-7315*cos(14*x)+1540*cos(16*x)-231*cos(18*x)+22*cos(20*x)-cos(22*x))/2097152,expand trig,result_mismatch,
